steps,mean 100 episode reward per step,episodes,% time spent exploring,mean 100 episode reward
131900,-0.050444493111856704,981,2,-3.4
132000,-0.04928195715314556,982,2,-3.3
132100,-0.04928195715314556,982,2,-3.3
132200,-0.049115321506722605,983,2,-3.3
132300,-0.04996518759962679,984,2,-3.4
132400,-0.05047445324323386,985,2,-3.4
132500,-0.050485381537135415,986,2,-3.4
132600,-0.050485381537135415,986,2,-3.4
132700,-0.05048538153713545,987,2,-3.4
132800,-0.05048538153713545,987,2,-3.4
132900,-0.05018947858566718,988,2,-3.3
133000,-0.04869980488023635,989,2,-3.3
133100,-0.04769361656320197,990,2,-3.3
133200,-0.04769361656320197,990,2,-3.3
133300,-0.04779666280200054,991,2,-3.3
133400,-0.04826747596339958,992,2,-3.4
133500,-0.0492104302566336,994,2,-3.4
133600,-0.0492104302566336,994,2,-3.4
133700,-0.04722022635335495,995,2,-3.3
133800,-0.04806758513800962,996,2,-3.4
133900,-0.04806758513800962,996,2,-3.4
134000,-0.04841801996795385,998,2,-3.4
134100,-0.04841801996795385,998,2,-3.4
134200,-0.047604255295701094,999,2,-3.2
134300,-0.047604255295701094,999,2,-3.2
134400,-0.04595420699914788,1000,2,-3.2
134500,-0.04595420699914788,1000,2,-3.2
134600,-0.045434626214539885,1001,2,-3.1
134700,-0.0463926590665361,1002,2,-3.2
134800,-0.0463926590665361,1002,2,-3.2
134900,-0.04490168586913061,1003,2,-2.9
135000,-0.04518138333717662,1004,2,-2.9
135100,-0.04518138333717662,1004,2,-2.9
135200,-0.04529451108104499,1005,2,-2.9
135300,-0.04529451108104499,1005,2,-2.9
135400,-0.044694531830754114,1006,2,-2.8
135500,-0.044694531830754114,1006,2,-2.8
135600,-0.044208803752520925,1007,2,-2.7
135700,-0.044208803752520925,1007,2,-2.7
135800,-0.045020966051741225,1009,2,-2.8
135900,-0.04626129316971119,1010,2,-2.8
136000,-0.04626129316971119,1010,2,-2.8
136100,-0.04577509249589164,1011,2,-2.7
136200,-0.04577509249589164,1011,2,-2.7
136300,-0.04675385347367544,1013,2,-2.7
136400,-0.04675385347367544,1013,2,-2.7
136500,-0.04637244380227748,1014,2,-2.7
136600,-0.04637244380227748,1014,2,-2.7
136700,-0.048608981264694984,1016,2,-2.7
136800,-0.048361732829858554,1017,2,-2.7
136900,-0.05033900801455937,1018,2,-2.9
137000,-0.05033900801455937,1018,2,-2.9
137100,-0.05037539730076879,1019,2,-2.9
137200,-0.05037539730076879,1019,2,-2.9
137300,-0.048841095920653776,1020,2,-2.9
137400,-0.048841095920653776,1020,2,-2.9
137500,-0.048841095920653776,1021,2,-2.9
137600,-0.04852834160637453,1022,2,-2.9
137700,-0.04852834160637453,1022,2,-2.9
137800,-0.04750538552897827,1023,2,-2.9
137900,-0.04750538552897827,1023,2,-2.9
138000,-0.04729920487101778,1024,2,-2.9
138100,-0.04729920487101778,1024,2,-2.9
138200,-0.04919108533571355,1026,2,-2.9
138300,-0.04919108533571355,1026,2,-2.9
138400,-0.04927877674533094,1027,2,-2.9
138500,-0.04964208422264745,1028,2,-2.9
138600,-0.04964208422264745,1028,2,-2.9
138700,-0.049995795092052306,1030,2,-2.9
138800,-0.0508746180265169,1031,2,-3.0
138900,-0.05030126491583708,1032,2,-2.9
139000,-0.05030126491583708,1032,2,-2.9
139100,-0.050193048870365686,1033,2,-2.9
139200,-0.04914871648078854,1034,2,-2.9
139300,-0.04743723236438184,1035,2,-2.8
139400,-0.04743723236438184,1035,2,-2.8
139500,-0.046670277644391814,1036,2,-2.8
139600,-0.046670277644391814,1036,2,-2.8
139700,-0.04692612544197274,1037,2,-2.8
139800,-0.04849307450026842,1038,2,-3.0
139900,-0.04984023323672565,1039,2,-3.2
140000,-0.04984023323672565,1039,2,-3.2
140100,-0.04922167835473748,1040,2,-3.1
140200,-0.04922167835473748,1040,2,-3.1
140300,-0.04923951129617003,1041,2,-3.1
140400,-0.04889870082889832,1042,2,-3.1
140500,-0.04843619742541124,1043,2,-3.1
140600,-0.04843619742541124,1043,2,-3.1
140700,-0.048878424901282795,1044,2,-3.1
140800,-0.048878424901282795,1044,2,-3.1
140900,-0.04693539894300941,1045,2,-3.1
141000,-0.04763405933635189,1046,2,-3.2
141100,-0.04763405933635189,1046,2,-3.2
141200,-0.04554285496473077,1047,2,-2.9
141300,-0.04554285496473077,1047,2,-2.9
141400,-0.04548098242706491,1048,2,-2.9
141500,-0.046462705612729895,1050,2,-3.0
141600,-0.046462705612729895,1050,2,-3.0
141700,-0.04661734948424799,1051,2,-3.0
141800,-0.04661734948424799,1051,2,-3.0
141900,-0.04520585404160249,1052,2,-2.9
142000,-0.04520585404160249,1052,2,-2.9
142100,-0.04413376577040997,1053,2,-2.8
142200,-0.04413376577040997,1053,2,-2.8
142300,-0.0438613194700571,1055,2,-2.7
142400,-0.0438613194700571,1055,2,-2.7
142500,-0.04394875169796103,1056,2,-2.8
142600,-0.04533360236901749,1057,2,-2.8
142700,-0.04533360236901749,1057,2,-2.8
142800,-0.044832222038790455,1058,2,-2.7
142900,-0.04342632051722096,1059,2,-2.6
143000,-0.04520441578075299,1060,2,-2.6
143100,-0.04520441578075299,1060,2,-2.6
143200,-0.044305465615365185,1061,2,-2.6
143300,-0.044305465615365185,1061,2,-2.6
143400,-0.042936299252997884,1062,2,-2.5
143500,-0.042936299252997884,1062,2,-2.5
143600,-0.040692296718876475,1063,2,-2.1
143700,-0.04011264279192063,1064,2,-2.2
143800,-0.040455886053954525,1065,2,-2.2
143900,-0.04184171439746809,1066,2,-2.3
144000,-0.04196866867774853,1067,2,-2.3
144100,-0.04299254174435998,1068,2,-2.3
144200,-0.04299254174435998,1068,2,-2.3
144300,-0.0422767695169828,1069,2,-2.2
144400,-0.0422767695169828,1069,2,-2.2
144500,-0.04090100205249895,1070,2,-2.2
144600,-0.039557904267970845,1071,2,-2.1
144700,-0.04006845180403313,1072,2,-2.2
144800,-0.04006845180403313,1072,2,-2.2
144900,-0.04013141988776355,1073,2,-2.2
145000,-0.04013141988776355,1073,2,-2.2
145100,-0.04016931834307483,1074,2,-2.2
145200,-0.04016931834307483,1074,2,-2.2
145300,-0.041610973366094,1076,2,-2.3
145400,-0.041610973366094,1076,2,-2.3
145500,-0.041559944583036836,1077,2,-2.3
145600,-0.04112926688887618,1078,2,-2.3
145700,-0.04112926688887618,1078,2,-2.3
145800,-0.04067283348337991,1079,2,-2.3
145900,-0.04067283348337991,1079,2,-2.3
146000,-0.04086410795153871,1080,2,-2.4
146100,-0.04086410795153871,1080,2,-2.4
146200,-0.043433074038680984,1083,2,-2.4
146300,-0.04385513932591536,1084,2,-2.4
146400,-0.04385513932591536,1084,2,-2.4
146500,-0.04215800109576797,1085,2,-2.4
146600,-0.04215800109576797,1085,2,-2.4
146700,-0.04216584653257986,1086,2,-2.4
146800,-0.04216584653257986,1086,2,-2.4
146900,-0.04217460928564762,1087,2,-2.4
147000,-0.042647546002616006,1088,2,-2.4
147100,-0.04270742371009213,1090,2,-2.4
147200,-0.04345624541331473,1091,2,-2.5
147300,-0.04279803491410185,1092,2,-2.4
147400,-0.04279803491410185,1092,2,-2.4
147500,-0.041903930064348484,1093,2,-2.4
147600,-0.04121694860368701,1094,2,-2.4
147700,-0.04121694860368701,1094,2,-2.4
147800,-0.04098191498320988,1095,2,-2.3
147900,-0.04080514193922766,1096,2,-2.3
148000,-0.04080514193922766,1096,2,-2.3
148100,-0.04094130599398981,1098,2,-2.3
148200,-0.04094130599398981,1098,2,-2.3
148300,-0.040691282268379286,1099,2,-2.3
148400,-0.040691282268379286,1099,2,-2.3
148500,-0.04248629247422151,1101,2,-2.3
148600,-0.04248629247422151,1101,2,-2.3
148700,-0.04139186457642423,1102,2,-2.2
148800,-0.044482212289120866,1103,2,-2.6
148900,-0.04374501889400028,1104,2,-2.5
149000,-0.04374501889400028,1104,2,-2.5
149100,-0.0433687492522875,1105,2,-2.4
149200,-0.04369162216403248,1106,2,-2.4
149300,-0.045045129235371864,1107,2,-2.5
149400,-0.04526637564963468,1108,2,-2.5
149500,-0.045413265593751015,1109,2,-2.6
149600,-0.04512873978662795,1110,2,-2.6
149700,-0.04512873978662795,1110,2,-2.6
149800,-0.04521394250178923,1111,2,-2.6
149900,-0.04521394250178923,1111,2,-2.6
150000,-0.04562917934820514,1112,2,-2.7
150100,-0.04642499033668094,1114,2,-2.7
150200,-0.04642499033668094,1114,2,-2.7
150300,-0.046027441962120455,1115,2,-2.7
150400,-0.046027441962120455,1115,2,-2.7
150500,-0.04392108656661143,1116,2,-2.6
150600,-0.04392108656661143,1116,2,-2.6
150700,-0.042117994604604705,1117,2,-2.3
150800,-0.042117994604604705,1117,2,-2.3
150900,-0.041034374115013206,1118,2,-2.2
151000,-0.041034374115013206,1118,2,-2.2
151100,-0.04106182357695563,1119,2,-2.2
151200,-0.041360476045477074,1120,2,-2.2
151300,-0.041360476045477074,1120,2,-2.2
151400,-0.0414168662460918,1121,2,-2.2
151500,-0.04208098409925979,1122,2,-2.2
151600,-0.04208098409925979,1122,2,-2.2
151700,-0.041786104204575535,1123,2,-2.2
151800,-0.041786104204575535,1123,2,-2.2
151900,-0.04281009334249464,1125,2,-2.2
152000,-0.041610695140004365,1126,2,-2.2
152100,-0.041610695140004365,1126,2,-2.2
152200,-0.04151313673037679,1127,2,-2.2
152300,-0.04219632543473185,1129,2,-2.2
152400,-0.04219632543473185,1129,2,-2.2
152500,-0.04180160698047364,1130,2,-2.2
152600,-0.041286390426513477,1131,2,-2.2
152700,-0.04418154759829284,1132,2,-2.3
152800,-0.04418154759829284,1132,2,-2.3
152900,-0.044180779787970706,1133,2,-2.3
153000,-0.044180779787970706,1133,2,-2.3
153100,-0.04370749043755016,1135,2,-2.3
153200,-0.04370749043755016,1135,2,-2.3
153300,-0.0439878091673552,1136,2,-2.3
153400,-0.044712733567438476,1137,2,-2.4
153500,-0.044712733567438476,1137,2,-2.4
153600,-0.04392442522893707,1138,2,-2.3
153700,-0.04392442522893707,1138,2,-2.3
153800,-0.04313821301878253,1139,2,-2.3
153900,-0.04399263992520161,1140,2,-2.3
154000,-0.04519831574103838,1141,2,-2.4
154100,-0.043643754702783,1142,2,-2.2
154200,-0.043643754702783,1142,2,-2.2
154300,-0.04410625810627005,1143,2,-2.3
154400,-0.04410625810627005,1143,2,-2.3
154500,-0.044071885237973535,1144,2,-2.3
154600,-0.044071885237973535,1144,2,-2.3
154700,-0.044071885237973535,1145,2,-2.3
154800,-0.044071885237973535,1145,2,-2.3
154900,-0.04354400860886083,1146,2,-2.2
155000,-0.04354400860886083,1146,2,-2.2
155100,-0.044764139946016177,1147,2,-2.4
155200,-0.04569252646412511,1148,2,-2.5
155300,-0.04569252646412511,1148,2,-2.5
155400,-0.045015970517655754,1149,2,-2.4
155500,-0.045015970517655754,1149,2,-2.4
155600,-0.044405636191600165,1150,2,-2.4
155700,-0.04440633633816989,1151,2,-2.4
155800,-0.04440633633816989,1151,2,-2.4
155900,-0.044425255843372646,1152,2,-2.4
156000,-0.044425255843372646,1152,2,-2.4
156100,-0.04456480105447876,1153,2,-2.4
156200,-0.04456480105447876,1153,2,-2.4
156300,-0.044692630022979116,1154,2,-2.5
156400,-0.0457370069648447,1155,2,-2.5
156500,-0.0457370069648447,1155,2,-2.5
156600,-0.045651474655062446,1156,2,-2.4
156700,-0.045651474655062446,1156,2,-2.4
156800,-0.04399421243528541,1157,2,-2.4
156900,-0.04399421243528541,1157,2,-2.4
157000,-0.04399323534835067,1158,2,-2.4
157100,-0.04399323534835067,1158,2,-2.4
157200,-0.04452475783388999,1159,2,-2.5
157300,-0.04175782756585224,1160,2,-2.3
157400,-0.04175782756585224,1160,2,-2.3
157500,-0.04181850193583515,1161,2,-2.3
157600,-0.04181850193583515,1161,2,-2.3
157700,-0.0418687211056465,1162,2,-2.3
157800,-0.0418687211056465,1162,2,-2.3
157900,-0.04347893345768235,1163,2,-2.6
158000,-0.04347893345768235,1163,2,-2.6
158100,-0.042527606634107526,1164,2,-2.6
158200,-0.042522406531977745,1165,2,-2.6
158300,-0.042522406531977745,1165,2,-2.6
158400,-0.04129595015481741,1166,2,-2.5
158500,-0.04212006236395759,1167,2,-2.6
158600,-0.042548541746480234,1168,2,-2.6
158700,-0.042548541746480234,1168,2,-2.6
158800,-0.042548404940680795,1169,2,-2.6
158900,-0.04283539234181788,1170,2,-2.6
159000,-0.04283539234181788,1170,2,-2.6
159100,-0.043006003164453396,1171,2,-2.7
159200,-0.043006003164453396,1171,2,-2.7
159300,-0.04249530154881248,1172,2,-2.6
159400,-0.04311691416843625,1173,2,-2.7
159500,-0.04311691416843625,1173,2,-2.7
159600,-0.04420214554541052,1175,2,-2.7
159700,-0.04420214554541052,1175,2,-2.7
159800,-0.04288213915369715,1176,2,-2.6
159900,-0.04288213915369715,1176,2,-2.6
160000,-0.04236633165956709,1177,2,-2.5
160100,-0.04236633165956709,1177,2,-2.5
160200,-0.04170837633874031,1178,2,-2.5
160300,-0.04170837633874031,1178,2,-2.5
160400,-0.041412989316414614,1179,2,-2.4
160500,-0.04121529214113096,1180,2,-2.4
160600,-0.04121529214113096,1180,2,-2.4
160700,-0.041235735823219336,1181,2,-2.4
160800,-0.041235735823219336,1181,2,-2.4
160900,-0.04027160182015226,1182,2,-2.3
161000,-0.03715207655085775,1183,2,-2.2
161100,-0.0358937383878941,1184,2,-2.1
161200,-0.03764588345234102,1185,2,-2.2
161300,-0.039464073445336784,1187,2,-2.2
161400,-0.04015931312970789,1189,2,-2.3
161500,-0.04015931312970789,1189,2,-2.3
161600,-0.03930385418310855,1190,2,-2.2
161700,-0.039244633758527436,1191,2,-2.2
161800,-0.039547315320647654,1192,2,-2.2
161900,-0.04044490642981394,1193,2,-2.3
162000,-0.04044490642981394,1193,2,-2.3
162100,-0.039555964603643724,1194,2,-2.2
162200,-0.039211666113507244,1195,2,-2.2
162300,-0.039211666113507244,1195,2,-2.2
162400,-0.03600352645975222,1196,2,-1.6
162500,-0.03600352645975222,1196,2,-1.6
162600,-0.03628650984347839,1197,2,-1.7
162700,-0.03628650984347839,1197,2,-1.7
162800,-0.034029156398737964,1198,2,-1.6
162900,-0.034029156398737964,1198,2,-1.6
163000,-0.034787690440936325,1199,2,-1.7
163100,-0.03489607418149042,1200,2,-1.7
163200,-0.03489607418149042,1200,2,-1.7
163300,-0.03320081652178822,1201,2,-1.7
163400,-0.034709152963299746,1202,2,-1.8
163500,-0.03348862101914593,1203,2,-1.8
163600,-0.03348862101914593,1203,2,-1.8
163700,-0.03365624889614196,1204,2,-1.9
163800,-0.03365624889614196,1204,2,-1.9
163900,-0.03391939079398637,1205,2,-1.9
164000,-0.03391939079398637,1205,2,-1.9
164100,-0.034080782316634556,1206,2,-2.0
164200,-0.034080782316634556,1206,2,-2.0
164300,-0.03278481264577219,1207,2,-1.9
164400,-0.033812144093272614,1208,2,-2.0
164500,-0.033321024932858004,1209,2,-1.9
164600,-0.0328997397046839,1210,2,-1.9
164700,-0.0328997397046839,1210,2,-1.9
164800,-0.03225633735150949,1211,2,-1.8
164900,-0.032589072265946116,1212,2,-1.8
165000,-0.032589072265946116,1212,2,-1.8
165100,-0.030962528577219303,1213,2,-1.6
165200,-0.02922964041370253,1214,2,-1.5
165300,-0.02922964041370253,1214,2,-1.5
165400,-0.0292145275114223,1215,2,-1.5
165500,-0.029739603616191723,1216,2,-1.6
165600,-0.029739603616191723,1216,2,-1.6
165700,-0.03136018988939989,1217,2,-1.9
165800,-0.031976755561583844,1218,2,-1.9
165900,-0.031976755561583844,1218,2,-1.9
166000,-0.031849947094741024,1219,2,-1.9
166100,-0.033928670401277665,1222,2,-2.0
166200,-0.033928670401277665,1222,2,-2.0
166300,-0.034187393362629534,1223,2,-2.1
166400,-0.034187393362629534,1223,2,-2.1
166500,-0.03419633611656867,1224,2,-2.1
166600,-0.03419633611656867,1224,2,-2.1
166700,-0.03352638524743862,1225,2,-2.1
166800,-0.03352638524743862,1225,2,-2.1
166900,-0.03276512044324898,1226,2,-2.0
167000,-0.033416426632426006,1227,2,-2.1
167100,-0.03329713839130012,1228,2,-2.1
167200,-0.03329713839130012,1228,2,-2.1
167300,-0.03265218773991709,1229,2,-2.0
167400,-0.03265218773991709,1229,2,-2.0
167500,-0.03265218773991706,1230,2,-2.0
167600,-0.03265218773991706,1230,2,-2.0
167700,-0.032576202350859625,1231,2,-2.1
167800,-0.032576202350859625,1231,2,-2.1
167900,-0.030168445685732313,1232,2,-2.0
168000,-0.030168445685732313,1232,2,-2.0
168100,-0.030311604184786137,1233,2,-2.1
168200,-0.030311604184786137,1233,2,-2.1
168300,-0.0319484666127624,1235,2,-2.0
168400,-0.0319484666127624,1235,2,-2.0
168500,-0.033425434370533844,1237,2,-2.0
168600,-0.033425434370533844,1237,2,-2.0
168700,-0.033487332959233646,1238,2,-2.0
168800,-0.033487332959233646,1238,2,-2.0
168900,-0.03332575443591585,1239,2,-2.0
169000,-0.03367866102088956,1240,2,-2.0
169100,-0.032829022979043616,1241,2,-2.0
169200,-0.032829022979043616,1241,2,-2.0
169300,-0.033777146903977234,1242,2,-2.1
169400,-0.033777146903977234,1242,2,-2.1
169500,-0.035798290250800176,1244,2,-2.1
169600,-0.035798290250800176,1244,2,-2.1
169700,-0.03586027319484067,1245,2,-2.1
169800,-0.03586027319484067,1245,2,-2.1
169900,-0.036890956165538044,1247,2,-2.2
170000,-0.036890956165538044,1247,2,-2.2
170100,-0.03599844994498806,1248,2,-2.1
170200,-0.036742442170043056,1249,2,-2.2
170300,-0.036919695978938016,1250,2,-2.2
170400,-0.037144912978729884,1251,2,-2.2
170500,-0.03764088759751918,1252,2,-2.2
170600,-0.03764088759751918,1252,2,-2.2
170700,-0.038681821853893045,1255,2,-2.3
170800,-0.038681821853893045,1255,2,-2.3
170900,-0.03878634080865975,1256,2,-2.3
171000,-0.03878634080865975,1256,2,-2.3
171100,-0.03831715354695622,1257,2,-2.2
171200,-0.03831715354695622,1257,2,-2.2
171300,-0.04000022683834418,1259,2,-2.3
171400,-0.041657902371629384,1260,2,-2.5
171500,-0.041893210502563234,1261,2,-2.5
171600,-0.041893210502563234,1261,2,-2.5
171700,-0.043480095547021404,1263,2,-2.5
171800,-0.043480095547021404,1263,2,-2.5
171900,-0.045198391178826694,1265,2,-2.5
172000,-0.045198391178826694,1265,2,-2.5
172100,-0.04560698977716449,1266,2,-2.5
172200,-0.045039423504575425,1267,2,-2.5
172300,-0.045039423504575425,1267,2,-2.5
172400,-0.04368295755509681,1268,2,-2.5
172500,-0.0441981687240617,1269,2,-2.6
172600,-0.0441981687240617,1269,2,-2.6
172700,-0.044278243972577014,1270,2,-2.6
172800,-0.04427137399488352,1271,2,-2.6
172900,-0.04427137399488352,1271,2,-2.6
173000,-0.04426328243983841,1272,2,-2.6
173100,-0.04618906945718516,1274,2,-2.6
173200,-0.04618906945718516,1274,2,-2.6
173300,-0.044982647831818025,1275,2,-2.6
173400,-0.044982647831818025,1275,2,-2.6
173500,-0.0448522452512551,1276,2,-2.6
173600,-0.04558635623845192,1277,2,-2.7
173700,-0.047080574733310884,1278,2,-2.8
173800,-0.047080574733310884,1278,2,-2.8
173900,-0.048343770152779485,1280,2,-2.8
174000,-0.05119922195973361,1282,2,-2.9
174100,-0.05227928119285488,1283,2,-3.0
174200,-0.05333977146774454,1284,2,-3.1
174300,-0.05333977146774454,1284,2,-3.1
174400,-0.051515551975411834,1285,2,-3.0
174500,-0.051515551975411834,1285,2,-3.0
174600,-0.051303891484867845,1286,2,-3.1
174700,-0.051221681505510396,1287,2,-3.1
174800,-0.05061836226811762,1288,2,-3.1
174900,-0.05061836226811762,1288,2,-3.1
175000,-0.049828640094259136,1289,2,-3.0
175100,-0.051742424621673104,1291,2,-3.1
175200,-0.05212615462792816,1292,2,-3.1
175300,-0.05212615462792816,1292,2,-3.1
175400,-0.051370716395342256,1293,2,-3.0
175500,-0.051370716395342256,1293,2,-3.0
175600,-0.05174991834854354,1294,2,-3.1
175700,-0.05174991834854354,1294,2,-3.1
175800,-0.05267047007384328,1295,2,-3.3
175900,-0.05267047007384328,1295,2,-3.3
176000,-0.05631925196940393,1297,2,-3.8
176100,-0.0572965094855709,1298,2,-3.9
176200,-0.058970869070786594,1299,2,-3.9
176300,-0.058980969097672295,1300,2,-3.9
176400,-0.058980969097672295,1300,2,-3.9
176500,-0.05921214523649583,1301,2,-3.9
176600,-0.058675738705723006,1302,2,-4.0
176700,-0.06054213930155109,1304,2,-4.0
176800,-0.06054213930155109,1304,2,-4.0
176900,-0.06054213930155109,1305,2,-4.0
177000,-0.06075840719940137,1306,2,-4.0
177100,-0.06144174206853228,1307,2,-4.0
177200,-0.06042453532828083,1308,2,-4.0
177300,-0.06042453532828083,1308,2,-4.0
177400,-0.05991501851694893,1309,2,-3.9
177500,-0.06015631455425389,1310,2,-3.9
177600,-0.06015631455425389,1310,2,-3.9
177700,-0.06079347003437413,1311,2,-4.0
177800,-0.06079347003437413,1311,2,-4.0
177900,-0.060462809204085734,1312,2,-4.0
178000,-0.060462809204085734,1312,2,-4.0
178100,-0.06148247159015312,1313,2,-4.1
178200,-0.062285389414367565,1314,2,-4.2
178300,-0.062285389414367565,1314,2,-4.2
178400,-0.062196506781215376,1315,2,-4.2
178500,-0.06217706907295561,1316,2,-4.2
178600,-0.06217706907295561,1316,2,-4.2
178700,-0.062265328340950665,1317,2,-4.2
178800,-0.06231237475245271,1318,2,-4.3
178900,-0.06288772345403226,1319,2,-4.3
179000,-0.06288772345403226,1319,2,-4.3
179100,-0.061683809948678024,1320,2,-4.3
179200,-0.061683809948678024,1320,2,-4.3
179300,-0.06049623077907462,1321,2,-4.3
179400,-0.06049623077907462,1321,2,-4.3
179500,-0.05899572527415014,1322,2,-4.2
179600,-0.05899572527415014,1322,2,-4.2
179700,-0.05860481581118818,1323,2,-4.2
179800,-0.057673987336650814,1324,2,-4.1
179900,-0.057673987336650814,1324,2,-4.1
180000,-0.05785892760837624,1325,2,-4.1
180100,-0.05785892760837624,1325,2,-4.1
180200,-0.05821336615983398,1326,2,-4.2
180300,-0.05821336615983398,1326,2,-4.2
180400,-0.057845664368311706,1327,2,-4.1
180500,-0.057845664368311706,1327,2,-4.1
180600,-0.057060557630654894,1328,2,-4.1
180700,-0.057060557630654894,1328,2,-4.1
180800,-0.05715904437015127,1329,2,-4.1
180900,-0.05715904437015127,1329,2,-4.1
181000,-0.057211137158408414,1330,2,-4.1
181100,-0.057211137158408414,1330,2,-4.1
181200,-0.05739253217675988,1331,2,-4.1
181300,-0.05739253217675988,1331,2,-4.1
181400,-0.05547806880207366,1332,2,-3.7
181500,-0.05547806880207366,1332,2,-3.7
181600,-0.05735197722298116,1334,2,-3.8
181700,-0.056424314209918114,1335,2,-3.8
181800,-0.056424314209918114,1335,2,-3.8
181900,-0.056329779030689586,1337,2,-3.8
182000,-0.056329779030689586,1337,2,-3.8
182100,-0.05673898462423406,1338,2,-3.9
182200,-0.05727671283452103,1339,2,-4.0
182300,-0.05727671283452103,1339,2,-4.0
182400,-0.05606937934312935,1340,2,-3.9
182500,-0.05606937934312935,1340,2,-3.9
182600,-0.055748750899245525,1341,2,-3.9
182700,-0.055748750899245525,1341,2,-3.9
182800,-0.056078193173318754,1342,2,-3.9
182900,-0.056078193173318754,1342,2,-3.9
183000,-0.05599935805628941,1343,2,-3.9
183100,-0.05599935805628941,1343,2,-3.9
183200,-0.0539981395556271,1344,2,-3.8
183300,-0.0539981395556271,1344,2,-3.8
183400,-0.05541444221067562,1347,2,-3.9
183500,-0.05621295917062656,1348,2,-3.9
183600,-0.05686321426024254,1349,2,-3.9
183700,-0.05686321426024254,1349,2,-3.9
183800,-0.05708641061362995,1351,2,-3.9
183900,-0.05745144481484177,1352,2,-3.9
184000,-0.05745144481484177,1352,2,-3.9
184100,-0.05702928507504037,1353,2,-3.9
184200,-0.05702928507504037,1353,2,-3.9
184300,-0.05526984655216501,1354,2,-3.9
184400,-0.05526984655216501,1354,2,-3.9
184500,-0.054854071683328086,1355,2,-3.9
184600,-0.054854071683328086,1355,2,-3.9
184700,-0.05474909454290098,1356,2,-3.9
184800,-0.05607185373654389,1357,2,-4.0
184900,-0.05607185373654389,1357,2,-4.0
185000,-0.056556644692460536,1358,2,-4.1
185100,-0.056556644692460536,1358,2,-4.1
185200,-0.054960499964136156,1359,2,-4.1
185300,-0.054979597239893374,1360,2,-4.1
185400,-0.054979597239893374,1360,2,-4.1
185500,-0.054936448624947516,1361,2,-4.1
185600,-0.05574076646023652,1362,2,-4.2
185700,-0.05574076646023652,1362,2,-4.2
185800,-0.05605553257126448,1364,2,-4.2
185900,-0.05506791498139543,1365,2,-4.3
186000,-0.05506791498139543,1365,2,-4.3
186100,-0.05474313372908012,1366,2,-4.3
186200,-0.05546326400285903,1367,2,-4.3
186300,-0.05613262301701058,1368,2,-4.3
186400,-0.05613262301701058,1368,2,-4.3
186500,-0.05590568584556044,1369,2,-4.3
186600,-0.05590568584556044,1369,2,-4.3
186700,-0.05550112166984542,1370,2,-4.3
186800,-0.055444653458524874,1371,2,-4.3
186900,-0.055444653458524874,1371,2,-4.3
187000,-0.055690473852217585,1372,2,-4.3
187100,-0.05519618889222258,1373,2,-4.3
187200,-0.05519618889222258,1373,2,-4.3
187300,-0.053594841896080554,1374,2,-4.3
187400,-0.054393932430845074,1375,2,-4.3
187500,-0.05513625142803013,1376,2,-4.3
187600,-0.05513625142803013,1376,2,-4.3
187700,-0.05446143720924087,1377,2,-4.3
187800,-0.05446143720924087,1377,2,-4.3
187900,-0.0531254109407523,1378,2,-4.2
188000,-0.0531254109407523,1378,2,-4.2
188100,-0.05321923881955344,1379,2,-4.2
188200,-0.05321923881955344,1379,2,-4.2
188300,-0.05215049759347184,1380,2,-4.2
188400,-0.05215049759347184,1380,2,-4.2
188500,-0.04993266451580516,1382,2,-4.2
188600,-0.04993266451580516,1382,2,-4.2
188700,-0.04880806963620528,1383,2,-4.0
188800,-0.04914297899822082,1384,2,-3.9
188900,-0.05294241407132832,1387,2,-4.0
189000,-0.05294241407132832,1387,2,-4.0
189100,-0.05257496524298973,1388,2,-4.0
189200,-0.05257496524298973,1388,2,-4.0
189300,-0.052544313578478725,1389,2,-4.0
189400,-0.052544313578478725,1389,2,-4.0
189500,-0.05162854184655453,1390,2,-3.9
189600,-0.05162854184655453,1390,2,-3.9
189700,-0.05032127532415548,1391,2,-3.9
189800,-0.05039779823277298,1392,2,-3.9
189900,-0.04990772192202056,1393,2,-3.8
190000,-0.05238536522109043,1395,2,-3.9
190100,-0.05238536522109043,1395,2,-3.9
190200,-0.05268465156871774,1396,2,-3.9
190300,-0.05268465156871774,1396,2,-3.9
190400,-0.0512682930987471,1397,2,-3.8
190500,-0.05085114999737436,1398,2,-3.8
190600,-0.049973420609469243,1399,2,-3.9
190700,-0.049973420609469243,1399,2,-3.9
190800,-0.049836128190823906,1400,2,-3.8
190900,-0.05022288500310076,1401,2,-3.9
191000,-0.048993567511249704,1402,2,-3.7
191100,-0.048993567511249704,1402,2,-3.7
191200,-0.04765695377240197,1403,2,-3.7
191300,-0.049144699898724775,1405,2,-3.7
191400,-0.04948532705948398,1406,2,-3.7
191500,-0.04935153940623975,1407,2,-3.7
191600,-0.04935153940623975,1407,2,-3.7
191700,-0.04909901372188354,1408,2,-3.7
191800,-0.04962144161967337,1409,2,-3.7
191900,-0.04962144161967337,1409,2,-3.7
192000,-0.04851709308468135,1410,2,-3.7
192100,-0.05011852991203364,1412,2,-3.8
192200,-0.05011852991203364,1412,2,-3.8
192300,-0.05019064931931691,1413,2,-3.8
192400,-0.05019064931931691,1413,2,-3.8
192500,-0.04941383800285847,1414,2,-3.7
192600,-0.04941383800285847,1414,2,-3.7
